Number,Date,Day,Hour,Transfer,Strain,Treatment,Replicate,RF,Rfctrl
662,2015-01-23,44,144,L,167-7,12,3,93713.64,16.16
663,2015-01-23,44,144,L,168-16,12,3,16961.68,16.16
664,2015-01-23,44,144,L,169-30,12,3,3165.29,16.16
665,2015-01-23,44,144,L,164-11,12,3,28334.8,16.16
666,2015-01-23,44,144,L,156-4,24,3,34311.85,18.87
667,2015-01-23,44,144,L,167-7,24,3,17971.94,18.87
668,2015-01-23,44,144,L,168-16,24,3,11675.53,18.87
669,2015-01-23,44,144,L,169-30,24,3,19864.9,18.87
670,2015-01-23,44,144,L,164-11,24,3,21659.1,18.87
671,2015-01-23,44,144,L,156-4,36,3,10797.14,20.17
672,2015-01-23,44,144,L,167-7,36,3,18781.88,20.17
673,2015-01-23,44,144,L,168-16,36,3,1134.1,20.17
674,2015-01-23,44,144,L,169-30,36,3,1822.38,20.17
675,2015-01-23,44,144,L,164-11,36,3,9322.7,20.17
676,2015-01-23,44,0,M,156-4,0,1,1000,15.66
677,2015-01-23,44,0,M,167-7,0,1,1000,15.66
678,2015-01-23,44,0,M,168-16,0,1,1000,15.66
679,2015-01-23,44,0,M,169-30,0,1,1000,15.66
680,2015-01-23,44,0,M,164-11,0,1,1000,15.66
681,2015-01-23,44,0,M,156-4,2,1,1832.22,16.44
682,2015-01-23,44,0,M,167-7,2,1,1000,16.44
683,2015-01-23,44,0,M,168-16,2,1,1000,16.44
684,2015-01-23,44,0,M,169-30,2,1,1000,16.44
685,2015-01-23,44,0,M,164-11,2,1,1000,16.44
686,2015-01-23,44,0,M,156-4,12,1,1000,16.16
687,2015-01-23,44,0,M,167-7,12,1,1000,16.16
688,2015-01-23,44,0,M,168-16,12,1,1000,16.16
689,2015-01-23,44,0,M,169-30,12,1,1000,16.16
690,2015-01-23,44,0,M,164-11,12,1,1000,16.16
691,2015-01-23,44,0,M,156-4,24,1,1000,18.87
692,2015-01-23,44,0,M,167-7,24,1,1000,18.87
693,2015-01-23,44,0,M,168-16,24,1,1000,18.87
694,2015-01-23,44,0,M,169-30,24,1,1000,18.87
695,2015-01-23,44,0,M,164-11,24,1,1000,18.87
696,2015-01-23,44,0,M,156-4,36,1,1000,20.17
697,2015-01-23,44,0,M,167-7,36,1,1000,20.17
698,2015-01-23,44,0,M,168-16,36,1,627.23,20.17
699,2015-01-23,44,0,M,169-30,36,1,1150.34,20.17
700,2015-01-23,44,0,M,164-11,36,1,1000,20.17
701,2015-01-23,44,0,M,156-4,0,2,1000,15.66
702,2015-01-23,44,0,M,167-7,0,2,1000,15.66
703,2015-01-23,44,0,M,168-16,0,2,1000,15.66
704,2015-01-23,44,0,M,169-30,0,2,1000,15.66
705,2015-01-23,44,0,M,164-11,0,2,1000,15.66
706,2015-01-23,44,0,M,156-4,2,2,1000,16.44
707,2015-01-23,44,0,M,167-7,2,2,1000,16.44
708,2015-01-23,44,0,M,168-16,2,2,1000,16.44
709,2015-01-23,44,0,M,169-30,2,2,1000,16.44
710,2015-01-23,44,0,M,164-11,2,2,1000,16.44
711,2015-01-23,44,0,M,156-4,12,2,1000,16.16
712,2015-01-23,44,0,M,167-7,12,2,1000,16.16
713,2015-01-23,44,0,M,168-16,12,2,1000,16.16
714,2015-01-23,44,0,M,169-30,12,2,1000,16.16
715,2015-01-23,44,0,M,164-11,12,2,1000,16.16
716,2015-01-23,44,0,M,156-4,24,2,1000,18.87
717,2015-01-23,44,0,M,167-7,24,2,1000,18.87
718,2015-01-23,44,0,M,168-16,24,2,1000,18.87
719,2015-01-23,44,0,M,169-30,24,2,1000,18.87
720,2015-01-23,44,0,M,164-11,24,2,1000,18.87
721,2015-01-23,44,0,M,156-4,36,2,1000,20.17
722,2015-01-23,44,0,M,167-7,36,2,1000,20.17
723,2015-01-23,44,0,M,168-16,36,2,517.25,20.17
724,2015-01-23,44,0,M,169-30,36,2,1733.89,20.17
725,2015-01-23,44,0,M,164-11,36,2,1000,20.17
726,2015-01-23,44,0,M,156-4,0,3,1000,15.66
727,2015-01-23,44,0,M,167-7,0,3,1000,15.66
728,2015-01-23,44,0,M,168-16,0,3,1000,15.66
729,2015-01-23,44,0,M,169-30,0,3,1000,15.66
730,2015-01-23,44,0,M,164-11,0,3,1000,15.66
731,2015-01-23,44,0,M,156-4,2,3,1831.38,16.44
732,2015-01-23,44,0,M,167-7,2,3,1000,16.44
733,2015-01-23,44,0,M,168-16,2,3,1000,16.44
734,2015-01-23,44,0,M,169-30,2,3,1000,16.44
735,2015-01-23,44,0,M,164-11,2,3,1000,16.44
736,2015-01-23,44,0,M,156-4,12,3,1000,16.16
737,2015-01-23,44,0,M,167-7,12,3,1000,16.16
738,2015-01-23,44,0,M,168-16,12,3,1000,16.16
739,2015-01-23,44,0,M,169-30,12,3,1000,16.16
740,2015-01-23,44,0,M,164-11,12,3,1000,16.16
741,2015-01-23,44,0,M,156-4,24,3,1000,18.87
742,2015-01-23,44,0,M,167-7,24,3,1000,18.87
743,2015-01-23,44,0,M,168-16,24,3,1000,18.87
744,2015-01-23,44,0,M,169-30,24,3,1000,18.87
745,2015-01-23,44,0,M,164-11,24,3,1000,18.87
746,2015-01-23,44,0,M,156-4,36,3,1000,20.17
747,2015-01-23,44,0,M,167-7,36,3,1000,20.17
748,2015-01-23,44,0,M,168-16,36,3,1134.1,20.17
749,2015-01-23,44,0,M,169-30,36,3,1822.38,20.17
750,2015-01-23,44,0,M,164-11,36,3,1000,20.17
